id,sentiment
0,3
1,1
2,3
3,3
4,2
5,2
6,1
7,2
8,1
9,3
10,3
11,3
12,2
13,4
14,3
15,0
16,1
17,1
18,1
19,1
20,1
21,2
22,2
23,2
24,1
25,1
26,3
27,3
28,1
29,1
30,3
31,3
32,1
33,2
34,3
35,1
36,1
37,3
38,3
39,3
40,3
41,3
42,1
43,1
44,0
45,1
46,2
47,0
48,2
49,2
50,3
51,2
52,2
53,2
54,2
55,2
56,3
57,3
58,3
59,1
60,2
61,1
62,1
63,3
64,3
65,3
66,3
67,3
68,2
69,2
70,2
71,2
72,1
73,1
74,3
75,4
76,1
77,0
78,0
79,4
80,2
81,2
82,3
83,3
84,3
85,1
86,3
87,3
88,3
89,3
90,2
91,2
92,2
93,3
94,3
95,2
96,2
97,1
98,1
99,2
100,2
101,3
102,3
103,2
104,2
105,4
106,3
107,3
108,2
109,1
110,1
111,3
112,1
113,1
114,0
115,0
116,1
117,3
118,2
119,3
120,3
121,3
122,3
123,3
124,1
125,1
126,1
127,2
128,2
129,3
130,3
131,3
132,2
133,2
134,2
135,2
136,1
137,1
138,1
139,3
140,3
141,3
142,4
143,4
144,0
145,3
146,1
147,3
148,3
149,1
150,1
151,3
152,3
153,3
154,3
155,1
156,2
157,0
158,0
159,3
160,2
161,1
162,3
163,3
164,3
165,1
166,1
167,3
168,1
169,3
170,3
171,3
172,3
173,0
174,1
175,1
176,0
177,2
178,3
179,3
180,1
181,2
182,2
183,2
184,2
185,1
186,1
187,2
188,1
189,2
190,2
191,3
192,3
193,3
194,3
195,3
196,1
197,1
198,2
199,2
200,3
201,1
202,3
203,3
204,3
205,3
206,2
207,2
208,3
209,2
210,0
211,3
212,3
213,1
214,1
215,2
216,1
217,1
218,1
219,2
220,1
221,4
222,4
223,3
224,1
225,1
226,1
227,3
228,3
229,3
230,2
231,1
232,0
233,2
234,2
235,1
236,1
237,2
238,3
239,3
240,3
241,1
242,1
243,2
244,2
245,3
246,3
247,3
248,2
249,2
250,1
251,3
252,2
253,1
254,3
255,1
256,3
257,2
258,3
259,3
260,3
261,0
262,0
263,0
264,0
265,1
266,1
267,1
268,1
269,3
270,2
271,1
272,3
273,2
274,1
275,1
276,3
277,1
278,1
279,2
280,2
281,2
282,1
283,2
284,2
285,2
286,2
287,1
288,2
289,2
290,0
291,1
292,1
293,3
294,2
295,3
296,2
297,4
298,3
299,2
300,3
301,1
302,3
303,1
304,2
305,3
306,3
307,3
308,3
309,2
310,3
311,2
312,2
313,4
314,2
315,2
316,3
317,3
318,3
319,3
320,2
321,3
322,3
323,3
324,0
325,3
326,3
327,3
328,1
329,1
330,3
331,1
332,3
333,3
334,3
335,1
336,3
337,1
338,1
339,3
340,1
341,3
342,3
343,3
344,1
345,1
346,2
347,3
348,1
349,1
350,3
351,1
352,3
353,3
354,3
355,4
356,4
357,2
358,2
359,2
360,2
361,2
362,2
363,3
364,2
365,3
366,3
367,3
368,1
369,1
370,3
371,3
372,1
373,2
374,1
375,2
376,3
377,3
378,3
379,3
380,3
381,1
382,1
383,3
384,3
385,3
386,3
387,3
388,3
389,3
390,2
391,3
392,2
393,2
394,0
395,0
396,1
397,1
398,2
399,2
400,2
401,3
402,3
403,1
404,1
405,3
406,3
407,2
408,1
409,1
410,0
411,0
412,2
413,2
414,3
415,4
416,1
417,3
418,3
419,1
420,3
421,3
422,3
423,3
424,1
425,2
426,3
427,3
428,2
429,2
430,1
431,1
432,3
433,3
434,2
435,3
436,1
437,2
438,2
439,3
440,2
441,3
442,3
443,3
444,3
445,3
446,2
447,3
448,0
449,3
450,3
451,3
452,0
453,2
454,1
455,2
456,3
457,3
458,3
459,1
460,2
461,3
462,2
463,2
464,3
465,2
466,3
467,3
468,3
469,1
470,1
471,2
472,3
473,3
474,3
475,1
476,0
477,4
478,3
479,3
480,2
481,2
482,2
483,2
484,0
485,2
486,3
487,3
488,3
489,2
490,1
491,2
492,2
493,3
494,3
495,2
496,3
497,3
498,3
499,1
500,3
501,3
502,1
503,2
504,2
505,1
506,1
507,3
508,2
509,2
510,3
511,3
512,2
513,2
514,1
515,0
516,4
517,3
518,3
519,2
520,2
521,4
522,0
523,3
524,2
525,2
526,2
527,2
528,2
529,2
530,1
531,1
532,1
533,2
534,2
535,2
536,0
537,2
538,3
539,3
540,3
541,0
542,3
543,2
544,3
545,3
546,1
547,2
548,3
549,1
550,3
551,1
552,2
553,2
554,2
555,2
556,3
557,1
558,1
559,1
560,1
561,1
562,3
563,3
564,2
565,2
566,2
567,3
568,3
569,3
570,3
571,1
572,3
573,2
574,3
575,3
576,3
577,2
578,3
579,3
580,3
581,1
582,1
583,1
584,3
585,3
586,1
587,3
588,2
589,2
590,1
591,1
592,3
593,3
594,3
595,3
596,3
597,3
598,2
599,2
600,2
601,3
602,1
603,1
604,3
605,2
606,3
607,2
608,2
609,1
610,3
611,2
612,3
613,3
614,1
615,3
616,3
617,2
618,2
619,1
620,2
621,3
622,3
623,3
624,2
625,2
626,4
627,4
628,4
629,1
630,3
631,3
632,1
633,1
634,1
635,2
636,2
637,1
638,2
639,3
640,2
641,2
642,2
643,3
644,2
645,3
646,3
647,3
648,2
649,3
650,2
651,3
652,1
653,1
654,1
655,1
656,3
657,3
658,4
659,3
660,2
661,0
662,1
663,2
664,2
665,3
666,0
667,1
668,2
669,3
670,1
671,3
672,3
673,3
674,2
675,0
676,0
677,0
678,2
679,2
680,3
681,3
682,3
683,3
684,2
685,2
686,2
687,3
688,3
689,2
690,2
691,0
692,2
693,3
694,3
695,3
696,4
697,4
698,4
699,1
700,3
701,3
702,3
703,3
704,3
705,3
706,3
707,2
708,3
709,1
710,2
711,1
712,3
713,3
714,1
715,1
716,4
717,2
718,2
719,3
720,3
721,3
722,3
723,3
724,3
725,2
726,1
727,1
728,3
729,1
730,0
731,0
732,1
733,1
734,3
735,1
736,3
737,1
738,1
739,3
740,2
741,2
742,2
743,3
744,3
745,3
746,1
747,3
748,3
749,3
750,3
751,3
752,3
753,2
754,2
755,2
756,2
757,2
758,2
759,0
760,3
761,3
762,2
763,1
764,3
765,2
766,2
767,3
768,2
769,2
770,2
771,2
772,2
773,2
774,3
775,3
776,3
777,1
778,1
779,1
780,3
781,2
782,2
783,3
784,4
785,2
786,1
787,1
788,2
789,1
790,1
791,3
792,3
793,1
794,1
795,2
796,3
797,2
798,2
799,1
800,3
801,3
802,1
803,2
804,3
805,0
806,3
807,3
808,1
809,3
810,3
811,1
812,3
813,3
814,3
815,2
816,3
817,2
818,1
819,1
820,3
821,3
822,3
823,2
824,2
825,1
826,3
827,3
828,2
829,2
830,2
831,0
832,3
833,3
834,3
835,3
836,3
837,3
838,3
839,2
840,3
841,3
842,2
843,3
844,3
845,2
846,2
847,3
848,3
849,3
850,2
851,3
852,2
853,3
854,3
855,3
856,2
857,1
858,1
859,3
860,2
861,2
862,3
863,1
864,2
865,3
866,2
867,2
868,2
869,2
870,3
871,3
872,3
873,2
874,3
875,1
876,1
877,1
878,1
879,3
880,3
881,3
882,2
883,2
884,2
885,3
886,3
887,4
888,0
889,1
890,1
891,1
892,1
893,1
894,1
895,1
896,3
897,1
898,3
899,2
900,2
901,3
902,3
903,3
904,3
905,3
906,2
907,4
908,2
909,2
910,3
911,3
912,3
913,3
914,3
915,4
916,3
917,0
918,0
919,4
920,0
921,2
922,2
923,2
924,1
925,2
926,1
927,1
928,3
929,3
930,3
931,3
932,3
933,2
934,2
935,2
936,2
937,2
938,3
939,1
940,1
941,1
942,3
943,3
944,3
945,3
946,3
947,3
948,1
949,1
950,3
951,3
952,3
953,2
954,3
955,1
956,2
957,0
958,0
959,3
960,3
961,3
962,3
963,2
964,2
965,1
966,3
967,2
968,3
969,3
970,2
971,3
972,1
973,3
974,3
975,3
976,1
977,2
978,3
979,0
980,1
981,3
982,3
983,3
984,2
985,1
986,1
987,3
988,3
989,1
990,3
991,3
992,2
993,1
994,3
995,1
996,1
997,3
998,3
999,2
1000,3
1001,0
1002,3
1003,3
1004,2
1005,3
1006,3
1007,3
1008,3
1009,2
1010,2
1011,2
1012,2
1013,3
1014,3
1015,3
1016,3
1017,3
1018,2
1019,1
1020,1
1021,2
1022,2
1023,3
1024,3
1025,4
1026,3
1027,2
1028,3
1029,3
1030,3
1031,3
1032,1
1033,1
1034,1
1035,1
1036,3
1037,2
1038,2
1039,2
1040,2
1041,1
1042,3
1043,1
1044,3
1045,3
1046,1
1047,1
1048,3
1049,3
1050,1
1051,3
1052,3
1053,2
1054,3
1055,3
1056,1
1057,1
1058,1
1059,3
1060,3
1061,0
1062,1
1063,2
1064,1
1065,1
1066,3
1067,2
1068,1
1069,2
1070,2
1071,1
1072,4
1073,4
1074,2
1075,3
1076,2
1077,2
1078,2
1079,2
1080,2
1081,2
1082,2
1083,1
1084,3
1085,3
1086,3
1087,3
1088,3
1089,3
